gene_name	cds	rna	gene_ID
Plekhh3	14554	16401	ENSMUST00000156320
Plekhh3	14554	16401	ENSMUST00000139200
Plekhh3	14554	16401	ENSMUST00000123864
Plekhh3	14554	16401	ENSMUST00000164474
Plekhh3	14554	16401	ENSMUST00000129895
Plekhh3	14554	16401	ENSMUST00000043397
Plekhh3	14555	16402	ENSMUST00000156320
Plekhh3	14555	16402	ENSMUST00000139200
Plekhh3	14555	16402	ENSMUST00000123864
Plekhh3	14555	16402	ENSMUST00000164474
Plekhh3	14555	16402	ENSMUST00000129895
Plekhh3	14555	16402	ENSMUST00000043397
Plekhh3	14552	16399	ENSMUST00000156320
Plekhh3	14552	16399	ENSMUST00000139200
Plekhh3	14552	16399	ENSMUST00000123864
Plekhh3	14552	16399	ENSMUST00000164474
Plekhh3	14552	16399	ENSMUST00000129895
Plekhh3	14552	16399	ENSMUST00000043397
Plekhh3	14553	16400	ENSMUST00000156320
Plekhh3	14553	16400	ENSMUST00000139200
Plekhh3	14553	16400	ENSMUST00000123864
Plekhh3	14553	16400	ENSMUST00000164474
Plekhh3	14553	16400	ENSMUST00000129895
Plekhh3	14553	16400	ENSMUST00000043397
Plekhh3	14551	16398	ENSMUST00000156320
Plekhh3	14551	16398	ENSMUST00000139200
Plekhh3	14551	16398	ENSMUST00000123864
Plekhh3	14551	16398	ENSMUST00000164474
Plekhh3	14551	16398	ENSMUST00000129895
Plekhh3	14551	16398	ENSMUST00000043397
Plekhm3	18083	20402	ENSMUST00000140857
Plekhm3	18083	20402	ENSMUST00000123225
Plekhm3	18083	20402	ENSMUST00000139649
Plekhm3	18083	20402	ENSMUST00000187188
Plekhm3	18083	20402	ENSMUST00000134097
Plekhm3	18083	20402	ENSMUST00000097713
Plet1	5417	6059	ENSMUST00000188047
Plet1	5417	6059	ENSMUST00000114474
Plg	12215	13769	ENSMUST00000014578
Plg	12214	13768	ENSMUST00000014578
Plin3	10197	11500	ENSMUST00000019726
Plin4	10189	11488	ENSMUST00000002908
Plin4	10189	11488	ENSMUST00000190703
Plk2	1848	2081	ENSMUST00000022212
Plk4	14854	16732	ENSMUST00000026858
Plk4	14853	16730	ENSMUST00000026858
Plk5	11470	12944	ENSMUST00000039836
Plk5	11470	12944	ENSMUST00000152544
Plk5	11470	12944	ENSMUST00000146826
Plk5	11470	12944	ENSMUST00000105351
Pllp	13051	14713	ENSMUST00000034227
Pln	23772	26670	ENSMUST00000163319
Pln	23772	26670	ENSMUST00000046221
Plod2	18835	21216	ENSMUST00000190075
Plod2	18835	21216	ENSMUST00000160142
Plod2	18835	21216	ENSMUST00000070522
Plod2	18835	21216	ENSMUST00000160359
Plod2	18835	21216	ENSMUST00000161906
Plp2	15229	17160	ENSMUST00000033486
Plp2	15229	17160	ENSMUST00000143854
Plp2	15229	17160	ENSMUST00000136155
Plrg1	6833	7696	ENSMUST00000029628
Plrg1	6833	7696	ENSMUST00000151915
Plrg1	6833	7696	ENSMUST00000150268
Plrg1	6833	7696	ENSMUST00000122128
Plrg1	6833	7696	ENSMUST00000135813
Pls1	886	989	ENSMUST00000135816
Pls1	886	989	ENSMUST00000119760
Pls1	886	989	ENSMUST00000093800
Pls1	887	990	ENSMUST00000135816
Pls1	887	990	ENSMUST00000119760
Pls1	887	990	ENSMUST00000093800
Plscr3	3320	3727	ENSMUST00000152566
Plscr3	3320	3727	ENSMUST00000108632
Plscr3	3320	3727	ENSMUST00000019605
Plscr3	3320	3727	ENSMUST00000108633
Plscr4	18839	21220	ENSMUST00000034941
Plscr4	18839	21220	ENSMUST00000143866
Plscr4	18838	21218	ENSMUST00000034941
Plscr4	18838	21218	ENSMUST00000143866
Plscr4	18840	21217	ENSMUST00000034941
Plscr4	18840	21217	ENSMUST00000143866
Plscr4	18837	21221	ENSMUST00000034941
Plscr4	18837	21221	ENSMUST00000143866
Plscr4	18836	21219	ENSMUST00000034941
Plscr4	18836	21219	ENSMUST00000143866
Plscr5	18844	21225	ENSMUST00000179751
Pltp	8464	9531	ENSMUST00000148912
Pltp	8464	9531	ENSMUST00000109316
Pltp	8464	9531	ENSMUST00000109317
Pltp	8464	9531	ENSMUST00000156255
Pltp	8464	9531	ENSMUST00000059954
Pltp	8464	9531	ENSMUST00000142603
Pltp	8464	9531	ENSMUST00000128110
Plvap	6326	7093	ENSMUST00000048452
Plxdc1	7011	7925	ENSMUST00000141708
Plxdc1	7011	7925	ENSMUST00000017561
Plxdc1	7011	7925	ENSMUST00000107565
Plxdc1	7011	7925	ENSMUST00000107564
Plxdc2	9165	10338	ENSMUST00000114703
Plxdc2	9165	10338	ENSMUST00000028081
Plxdc2	9165	10338	ENSMUST00000114702
Plxdc2	9165	10338	ENSMUST00000126173
Plxna1	359	398	ENSMUST00000163139
Plxna1	359	398	ENSMUST00000049845
Plxna2	5479	6133	ENSMUST00000194398
Plxna2	5479	6133	ENSMUST00000135664
Plxna2	5479	6133	ENSMUST00000125381
Plxna2	5479	6133	ENSMUST00000124785
Plxna2	5479	6133	ENSMUST00000027952
Plxna2	5478	6132	ENSMUST00000194398
Plxna2	5478	6132	ENSMUST00000135664
Plxna2	5478	6132	ENSMUST00000125381
Plxna2	5478	6132	ENSMUST00000124785
Plxna2	5478	6132	ENSMUST00000027952
Plxna2	5477	6131	ENSMUST00000194398
Plxna2	5477	6131	ENSMUST00000135664
Plxna2	5477	6131	ENSMUST00000125381
Plxna2	5477	6131	ENSMUST00000124785
Plxna2	5477	6131	ENSMUST00000027952
Plxna4	22852	25673	ENSMUST00000115096
Plxna4	22852	25673	ENSMUST00000200732
Plxnb1	13949	15754	ENSMUST00000192988
Plxnb1	13949	15754	ENSMUST00000131462
Plxnb1	13949	15754	ENSMUST00000195364
Plxnb1	13949	15754	ENSMUST00000072093
Plxnb1	13949	15754	ENSMUST00000192117
Plxnb1	13949	15754	ENSMUST00000130366
Plxnb1	13949	15754	ENSMUST00000194734
Plxnb1	13950	15755	ENSMUST00000192988
Plxnb1	13950	15755	ENSMUST00000131462
Plxnb1	13950	15755	ENSMUST00000195364
Plxnb1	13950	15755	ENSMUST00000072093
Plxnb1	13950	15755	ENSMUST00000192117
Plxnb1	13950	15755	ENSMUST00000130366
Plxnb1	13950	15755	ENSMUST00000194734
Plxnc1	20241	22794	ENSMUST00000180514
Plxnc1	20241	22794	ENSMUST00000181244
Plxnc1	20241	22794	ENSMUST00000180573
Plxnc1	20241	22794	ENSMUST00000099337
Pm20d1	9408	10619	ENSMUST00000132450
Pm20d1	9408	10619	ENSMUST00000112393
Pm20d1	9408	10619	ENSMUST00000048660
Pm20d1	9408	10619	ENSMUST00000152989
Pm20d2	799	896	ENSMUST00000119167
Pm20d2	799	896	ENSMUST00000098181
Pmaip1	18246	20571	ENSMUST00000025399
Pmch	7150	8080	ENSMUST00000048621
Pmel	16966	19112	ENSMUST00000054125
Pmel	16967	19113	ENSMUST00000054125
Pmel	16968	19114	ENSMUST00000054125
Pmepa1	9710	10974	ENSMUST00000139306
Pmepa1	9710	10974	ENSMUST00000036248
Pmepa1	9710	10974	ENSMUST00000124124
Pmfbp1	9202	10377	ENSMUST00000034162
Pml	11160	12613	ENSMUST00000135310
Pml	11160	12613	ENSMUST00000126690
Pml	11160	12613	ENSMUST00000154572
Pml	11160	12613	ENSMUST00000153820
Pml	11160	12613	ENSMUST00000148301
Pml	11160	12613	ENSMUST00000124982
Pml	11160	12613	ENSMUST00000124063
Pml	11160	12613	ENSMUST00000130459
Pml	11160	12613	ENSMUST00000148628
Pml	11160	12613	ENSMUST00000085673
Pml	11160	12613	ENSMUST00000138775
Pml	11160	12613	ENSMUST00000114136
Pml	11161	12614	ENSMUST00000135310
Pml	11161	12614	ENSMUST00000126690
Pml	11161	12614	ENSMUST00000154572
Pml	11161	12614	ENSMUST00000153820
Pml	11161	12614	ENSMUST00000148301
Pml	11161	12614	ENSMUST00000124982
Pml	11161	12614	ENSMUST00000124063
Pml	11161	12614	ENSMUST00000130459
Pml	11161	12614	ENSMUST00000148628
Pml	11161	12614	ENSMUST00000085673
Pml	11161	12614	ENSMUST00000138775
Pml	11161	12614	ENSMUST00000114136
Pml	11159	12612	ENSMUST00000135310
Pml	11159	12612	ENSMUST00000126690
Pml	11159	12612	ENSMUST00000154572
Pml	11159	12612	ENSMUST00000153820
Pml	11159	12612	ENSMUST00000148301
Pml	11159	12612	ENSMUST00000124982
Pml	11159	12612	ENSMUST00000124063
Pml	11159	12612	ENSMUST00000130459
Pml	11159	12612	ENSMUST00000148628
Pml	11159	12612	ENSMUST00000085673
Pml	11159	12612	ENSMUST00000138775
Pml	11159	12612	ENSMUST00000114136
Pml	11158	12611	ENSMUST00000135310
Pml	11158	12611	ENSMUST00000126690
Pml	11158	12611	ENSMUST00000154572
Pml	11158	12611	ENSMUST00000153820
Pml	11158	12611	ENSMUST00000148301
Pml	11158	12611	ENSMUST00000124982
Pml	11158	12611	ENSMUST00000124063
Pml	11158	12611	ENSMUST00000130459
Pml	11158	12611	ENSMUST00000148628
Pml	11158	12611	ENSMUST00000085673
Pml	11158	12611	ENSMUST00000138775
Pml	11158	12611	ENSMUST00000114136
Pmm2	2120	2375	ENSMUST00000142935
Pmm2	2120	2375	ENSMUST00000131385
Pmm2	2120	2375	ENSMUST00000143174
Pmm2	2120	2375	ENSMUST00000134975
Pmm2	2120	2375	ENSMUST00000023396
Pmm2	2120	2375	ENSMUST00000130885
Pmp2	22984	25826	ENSMUST00000029034
Pmp2	22983	25825	ENSMUST00000029034
Pmp22	2108	2363	ENSMUST00000108702
Pmp22	2108	2363	ENSMUST00000018361
Pmp22	2108	2363	ENSMUST00000140648
Pmp22	2108	2363	ENSMUST00000108701
Pmp22	2108	2363	ENSMUST00000108700
Pmpcb	10932	12368	ENSMUST00000030882
Pmpcb	10932	12368	ENSMUST00000147236
Pmpcb	10932	12368	ENSMUST00000152440
Pmpcb	10932	12368	ENSMUST00000137334
Pmpcb	10932	12368	ENSMUST00000125693
Pmpcb	10932	12368	ENSMUST00000149648
Pmpcb	10932	12368	ENSMUST00000150861
Pmpcb	10932	12368	ENSMUST00000141022
Pmpcb	10931	12367	ENSMUST00000030882
Pmpcb	10931	12367	ENSMUST00000147236
Pmpcb	10931	12367	ENSMUST00000152440
Pmpcb	10931	12367	ENSMUST00000137334
Pmpcb	10931	12367	ENSMUST00000125693
Pmpcb	10931	12367	ENSMUST00000149648
Pmpcb	10931	12367	ENSMUST00000150861
Pmpcb	10931	12367	ENSMUST00000141022
Pmpcb	10930	12366	ENSMUST00000030882
Pmpcb	10930	12366	ENSMUST00000147236
Pmpcb	10930	12366	ENSMUST00000152440
Pmpcb	10930	12366	ENSMUST00000137334
Pmpcb	10930	12366	ENSMUST00000125693
Pmpcb	10930	12366	ENSMUST00000149648
Pmpcb	10930	12366	ENSMUST00000150861
Pmpcb	10930	12366	ENSMUST00000141022
Pms2	1955	2209	ENSMUST00000170083
Pms2	1955	2209	ENSMUST00000110709
Pms2	1955	2209	ENSMUST00000128153
Pms2	1955	2209	ENSMUST00000126331
Pms2	1955	2209	ENSMUST00000141942
Pms2	1955	2209	ENSMUST00000148011
Pms2	1955	2209	ENSMUST00000110710
Pms2	1955	2209	ENSMUST00000128207
Pms2	1955	2209	ENSMUST00000164999
Pms2	1955	2209	ENSMUST00000168085
Pms2	1955	2209	ENSMUST00000110707
Pms2	1955	2209	ENSMUST00000154781
Pms2	1955	2209	ENSMUST00000147910
Pms2	1956	2210	ENSMUST00000170083
Pms2	1956	2210	ENSMUST00000110709
Pms2	1956	2210	ENSMUST00000128153
Pms2	1956	2210	ENSMUST00000126331
Pms2	1956	2210	ENSMUST00000141942
Pms2	1956	2210	ENSMUST00000148011
Pms2	1956	2210	ENSMUST00000110710
Pms2	1956	2210	ENSMUST00000128207
Pms2	1956	2210	ENSMUST00000164999
Pms2	1956	2210	ENSMUST00000168085
Pms2	1956	2210	ENSMUST00000110707
Pms2	1956	2210	ENSMUST00000154781
Pms2	1956	2210	ENSMUST00000147910
Pmvk	9979	11259	ENSMUST00000184515
Pmvk	9979	11259	ENSMUST00000107410
Pmvk	9979	11259	ENSMUST00000029564
Pmvk	9979	11259	ENSMUST00000198440
Pnkp	24198	27145	ENSMUST00000107876
Pnkp	24198	27145	ENSMUST00000201882
Pnkp	24198	27145	ENSMUST00000123015
Pnkp	24198	27145	ENSMUST00000003044
Pnkp	24198	27145	ENSMUST00000124168
Pnkp	24198	27145	ENSMUST00000098478
Pnkp	24198	27145	ENSMUST00000200892
Pnkp	24198	27145	ENSMUST00000144669
Pnkp	24198	27145	ENSMUST00000202646
Pnkp	24198	27145	ENSMUST00000155050
Pnkp	24198	27145	ENSMUST00000145850
Pnkp	24198	27145	ENSMUST00000139003
Pnkp	24198	27145	ENSMUST00000152747
Pnkp	24198	27145	ENSMUST00000154968
Pnkp	24198	27145	ENSMUST00000126860
Pnldc1	12206	13760	ENSMUST00000163394
Pnma1	15331	17264	ENSMUST00000061425
Pnma2	15378	17313	ENSMUST00000089236
Pnma2	15378	17313	ENSMUST00000168010
Pnma2	15378	17313	ENSMUST00000122431
Pnma2	15378	17313	ENSMUST00000165831
Pnmt	7028	7948	ENSMUST00000041301
Pnmt	7028	7948	ENSMUST00000124527
Pnoc	24006	26943	ENSMUST00000059339
Pnp	21604	24302	ENSMUST00000048615
Pnp	21604	24302	ENSMUST00000178092
Pnpla2	22503	25289	ENSMUST00000064151
Pnpla2	22503	25289	ENSMUST00000164016
Pnpla2	22503	25289	ENSMUST00000165487
Pnpla2	22503	25289	ENSMUST00000164924
Pnpla2	22503	25289	ENSMUST00000026583
Pnpla2	22503	25289	ENSMUST00000169723
Pnpla2	22503	25289	ENSMUST00000169665
Pnpla6	19402	21838	ENSMUST00000004681
Pnpla6	19402	21838	ENSMUST00000111070
Pnpla6	19399	21835	ENSMUST00000004681
Pnpla6	19399	21835	ENSMUST00000111070
Pnpla6	19400	21836	ENSMUST00000004681
Pnpla6	19400	21836	ENSMUST00000111070
Pnpla6	19401	21837	ENSMUST00000004681
Pnpla6	19401	21837	ENSMUST00000111070
Pnpla7	23735	26628	ENSMUST00000139031
Pnpla7	23735	26628	ENSMUST00000132082
Pnpla7	23735	26628	ENSMUST00000141584
Pnpla7	23735	26628	ENSMUST00000139643
Pnpla7	23735	26628	ENSMUST00000146153
Pnpla7	23735	26628	ENSMUST00000045295
Pnpla7	23735	26628	ENSMUST00000155601
Pnpla7	23735	26628	ENSMUST00000152777
Pnpla7	23735	26628	ENSMUST00000142139
Pnpla7	23735	26628	ENSMUST00000154359
Pnpla7	23735	26628	ENSMUST00000138536
Pnpla7	23735	26628	ENSMUST00000145508
Pnpla7	23735	26628	ENSMUST00000137913
Pnpla7	23735	26628	ENSMUST00000128517
Pnpla7	23735	26628	ENSMUST00000153618
Pnpla7	23734	26627	ENSMUST00000139031
Pnpla7	23734	26627	ENSMUST00000132082
Pnpla7	23734	26627	ENSMUST00000141584
Pnpla7	23734	26627	ENSMUST00000139643
Pnpla7	23734	26627	ENSMUST00000146153
Pnpla7	23734	26627	ENSMUST00000045295
Pnpla7	23734	26627	ENSMUST00000155601
Pnpla7	23734	26627	ENSMUST00000152777
Pnpla7	23734	26627	ENSMUST00000142139
Pnpla7	23734	26627	ENSMUST00000154359
Pnpla7	23734	26627	ENSMUST00000138536
Pnpla7	23734	26627	ENSMUST00000145508
Pnpla7	23734	26627	ENSMUST00000137913
Pnpla7	23734	26627	ENSMUST00000128517
Pnpla7	23734	26627	ENSMUST00000153618
Pnpla7	23733	26626	ENSMUST00000139031
Pnpla7	23733	26626	ENSMUST00000132082
Pnpla7	23733	26626	ENSMUST00000141584
Pnpla7	23733	26626	ENSMUST00000139643
Pnpla7	23733	26626	ENSMUST00000146153
Pnpla7	23733	26626	ENSMUST00000045295
Pnpla7	23733	26626	ENSMUST00000155601
Pnpla7	23733	26626	ENSMUST00000152777
Pnpla7	23733	26626	ENSMUST00000142139
Pnpla7	23733	26626	ENSMUST00000154359
Pnpla7	23733	26626	ENSMUST00000138536
Pnpla7	23733	26626	ENSMUST00000145508
Pnpla7	23733	26626	ENSMUST00000137913
Pnpla7	23733	26626	ENSMUST00000128517
Pnpla7	23733	26626	ENSMUST00000153618
Pnpla8	4505	5058	ENSMUST00000043082
Pnpla8	4505	5058	ENSMUST00000125757
Pnpla8	4505	5058	ENSMUST00000156082
Pnpla8	4505	5058	ENSMUST00000143771
Pnpla8	4505	5058	ENSMUST00000122902
Pnpo	6977	7883	ENSMUST00000107629
Pnpo	6977	7883	ENSMUST00000153896
Pnpo	6977	7883	ENSMUST00000018803
Pnpt1	13535	15261	ENSMUST00000148173
Pnpt1	13535	15261	ENSMUST00000131527
Pnpt1	13535	15261	ENSMUST00000154924
Pnpt1	13535	15261	ENSMUST00000020756
Pnpt1	13536	15259	ENSMUST00000148173
Pnpt1	13536	15259	ENSMUST00000131527
Pnpt1	13536	15259	ENSMUST00000154924
Pnpt1	13536	15259	ENSMUST00000020756
Pnpt1	13537	15260	ENSMUST00000148173
Pnpt1	13537	15260	ENSMUST00000131527
Pnpt1	13537	15260	ENSMUST00000154924
Pnpt1	13537	15260	ENSMUST00000020756
Pnrc1	797	894	ENSMUST00000155616
Pnrc1	797	894	ENSMUST00000049357
Pnrc1	797	894	ENSMUST00000137589
Pnrc2	14972	16871	ENSMUST00000180300
Pnrc2	14972	16871	ENSMUST00000030436
Pnrc2	14972	16871	ENSMUST00000142585
Podn	1235	1373	ENSMUST00000147597
Podn	1235	1373	ENSMUST00000106708
Podn	1235	1373	ENSMUST00000106709
Podn	1235	1373	ENSMUST00000146851
Podn	1235	1373	ENSMUST00000145491
Podn	1235	1373	ENSMUST00000124265
Podn	1235	1373	ENSMUST00000044248
Podn	1235	1373	ENSMUST00000130026
Podnl1	10434	11771	ENSMUST00000147175
Podnl1	10434	11771	ENSMUST00000093380
Podxl	15202	17118	ENSMUST00000136877
Podxl	15202	17118	ENSMUST00000026698
Podxl2	7942	8984	ENSMUST00000145780
Podxl2	7942	8984	ENSMUST00000140455
Podxl2	7942	8984	ENSMUST00000135843
Podxl2	7942	8984	ENSMUST00000153852
Podxl2	7942	8984	ENSMUST00000141401
Podxl2	7942	8984	ENSMUST00000061262
Podxl2	7942	8984	ENSMUST00000141348
Podxl2	7942	8984	ENSMUST00000038409
Podxl2	7942	8984	ENSMUST00000145944
Podxl2	7942	8984	ENSMUST00000142266
Podxl2	7942	8984	ENSMUST00000124562
Pofut1	11022	12462	ENSMUST00000170297
Pofut1	11022	12462	ENSMUST00000109794
Pofut1	11022	12462	ENSMUST00000152390
Pofut1	11022	12462	ENSMUST00000099192
Pofut1	11022	12462	ENSMUST00000099191
Pofut1	11022	12462	ENSMUST00000123158
Pofut1	11022	12462	ENSMUST00000049863
Pofut1	11022	12462	ENSMUST00000123487
Pogk	10993	12434	ENSMUST00000169324
Pogk	10993	12434	ENSMUST00000135673
Pogk	10993	12434	ENSMUST00000148243
Pogk	10993	12434	ENSMUST00000128861
Pogk	10993	12434	ENSMUST00000127596
Pogk	10993	12434	ENSMUST00000131487
Pogk	10992	12433	ENSMUST00000169324
Pogk	10992	12433	ENSMUST00000135673
Pogk	10992	12433	ENSMUST00000148243
Pogk	10992	12433	ENSMUST00000128861
Pogk	10992	12433	ENSMUST00000127596
Pogk	10992	12433	ENSMUST00000131487
Pogk	10994	12432	ENSMUST00000169324
Pogk	10994	12432	ENSMUST00000135673
Pogk	10994	12432	ENSMUST00000148243
Pogk	10994	12432	ENSMUST00000128861
Pogk	10994	12432	ENSMUST00000127596
Pogk	10994	12432	ENSMUST00000131487
Pogz	5661	6352	ENSMUST00000142253
Pogz	5661	6352	ENSMUST00000107269
Pogz	5661	6352	ENSMUST00000140397
Pogz	5661	6352	ENSMUST00000132544
Pogz	5661	6352	ENSMUST00000126235
Pogz	5661	6352	ENSMUST00000107265
Pogz	5661	6352	ENSMUST00000042402
Pogz	5661	6352	ENSMUST00000107266
Pogz	5661	6352	ENSMUST00000125638
Pogz	5661	6352	ENSMUST00000107270
Pogz	5660	6351	ENSMUST00000142253
Pogz	5660	6351	ENSMUST00000107269
Pogz	5660	6351	ENSMUST00000140397
Pogz	5660	6351	ENSMUST00000132544
Pogz	5660	6351	ENSMUST00000126235
Pogz	5660	6351	ENSMUST00000107265
Pogz	5660	6351	ENSMUST00000042402
Pogz	5660	6351	ENSMUST00000107266
Pogz	5660	6351	ENSMUST00000125638
Pogz	5660	6351	ENSMUST00000107270
Pola1	20139	22685	ENSMUST00000127718
Pola1	20139	22685	ENSMUST00000142479
Pola1	20139	22685	ENSMUST00000006856
Pola1	20139	22685	ENSMUST00000124236
Polb	12581	14183	ENSMUST00000033938
Pold1	24239	27188	ENSMUST00000132268
Pold1	24239	27188	ENSMUST00000131302
Pold1	24239	27188	ENSMUST00000123787
Pold1	24239	27188	ENSMUST00000141742
Pold1	24239	27188	ENSMUST00000154783
Pold1	24239	27188	ENSMUST00000049343
Pold1	24239	27188	ENSMUST00000147503
Pold1	24239	27188	ENSMUST00000151793
Pold1	24239	27188	ENSMUST00000142483
Pold1	24239	27188	ENSMUST00000145956
Pold1	24239	27188	ENSMUST00000138746
Pold1	24239	27188	ENSMUST00000136225
Pold2	14726	16579	ENSMUST00000136714
Pold2	14726	16579	ENSMUST00000134957
Pold2	14726	16579	ENSMUST00000102922
Pold2	14726	16579	ENSMUST00000153995
Pold2	14726	16579	ENSMUST00000141907
Pold2	14727	16580	ENSMUST00000136714
Pold2	14727	16580	ENSMUST00000134957
Pold2	14727	16580	ENSMUST00000102922
Pold2	14727	16580	ENSMUST00000153995
Pold2	14727	16580	ENSMUST00000141907
Pold2	14725	16578	ENSMUST00000136714
Pold2	14725	16578	ENSMUST00000134957
Pold2	14725	16578	ENSMUST00000102922
Pold2	14725	16578	ENSMUST00000153995
Pold2	14725	16578	ENSMUST00000141907
Pold4	22788	25598	ENSMUST00000025773
Pold4	22788	25598	ENSMUST00000180621
Pole	10146	11438	ENSMUST00000007296
Pole	10146	11438	ENSMUST00000152495
Pole	10146	11438	ENSMUST00000141506
Pole	10146	11438	ENSMUST00000182442
Pole	10146	11438	ENSMUST00000112482
Pole	10146	11438	ENSMUST00000112481
Pole	10146	11438	ENSMUST00000131887
Pole3	12814	14447	ENSMUST00000030091
Pole3	12814	14447	ENSMUST00000128100
Pole3	12814	14447	ENSMUST00000129930
Polg2	10355	11672	ENSMUST00000126201
Polg2	10355	11672	ENSMUST00000142590
Polg2	10355	11672	ENSMUST00000021060
Polg2	10355	11672	ENSMUST00000155107
Polg2	10355	11672	ENSMUST00000127061
Polg2	10355	11672	ENSMUST00000134029
Poll	23388	26247	ENSMUST00000026239
Polm	14722	16574	ENSMUST00000020767
Polm	14722	16574	ENSMUST00000124564
Polm	14722	16574	ENSMUST00000156913
Polm	14722	16574	ENSMUST00000143478
Polm	14722	16574	ENSMUST00000109837
Polm	14722	16574	ENSMUST00000153987
Polm	14721	16575	ENSMUST00000020767
Polm	14721	16575	ENSMUST00000124564
Polm	14721	16575	ENSMUST00000156913
Polm	14721	16575	ENSMUST00000143478
Polm	14721	16575	ENSMUST00000109837
Polm	14721	16575	ENSMUST00000153987
Polm	14723	16576	ENSMUST00000020767
Polm	14723	16576	ENSMUST00000124564
Polm	14723	16576	ENSMUST00000156913
Polm	14723	16576	ENSMUST00000143478
Polm	14723	16576	ENSMUST00000109837
Polm	14723	16576	ENSMUST00000153987
Polq	9223	10400	ENSMUST00000054034
Polq	9223	10400	ENSMUST00000183112
Polq	9223	10400	ENSMUST00000182163
Polq	9223	10400	ENSMUST00000182622
Polq	9223	10400	ENSMUST00000071452
Polq	9223	10400	ENSMUST00000182946
Polq	9223	10400	ENSMUST00000182717
Polq	9221	10398	ENSMUST00000054034
Polq	9221	10398	ENSMUST00000183112
Polq	9221	10398	ENSMUST00000182163
Polq	9221	10398	ENSMUST00000182622
Polq	9221	10398	ENSMUST00000071452
Polq	9221	10398	ENSMUST00000182946
Polq	9221	10398	ENSMUST00000182717
Polq	9224	10401	ENSMUST00000054034
Polq	9224	10401	ENSMUST00000183112
Polq	9224	10401	ENSMUST00000182163
Polq	9224	10401	ENSMUST00000182622
Polq	9224	10401	ENSMUST00000071452
Polq	9224	10401	ENSMUST00000182946
Polq	9224	10401	ENSMUST00000182717
Polq	9222	10399	ENSMUST00000054034
Polq	9222	10399	ENSMUST00000183112
Polq	9222	10399	ENSMUST00000182163
Polq	9222	10399	ENSMUST00000182622
Polq	9222	10399	ENSMUST00000071452
Polq	9222	10399	ENSMUST00000182946
Polq	9222	10399	ENSMUST00000182717
Polr1a	13439	15152	ENSMUST00000055296
Polr1b	4190	4712	ENSMUST00000144004
Polr1b	4190	4712	ENSMUST00000028874
Polr1b	4190	4712	ENSMUST00000147727
Polr1b	4190	4712	ENSMUST00000103205
Polr1b	4190	4712	ENSMUST00000133345
Polr1b	4191	4713	ENSMUST00000144004
Polr1b	4191	4713	ENSMUST00000028874
Polr1b	4191	4713	ENSMUST00000147727
Polr1b	4191	4713	ENSMUST00000103205
Polr1b	4191	4713	ENSMUST00000133345
Polr1c	20330	22891	ENSMUST00000173349
Polr1c	20330	22891	ENSMUST00000124655
Polr1c	20330	22891	ENSMUST00000087026
Polr1c	20330	22891	ENSMUST00000173232
Polr1c	20330	22891	ENSMUST00000174392
Polr1c	20330	22891	ENSMUST00000152583
Polr1c	20330	22891	ENSMUST00000142706
Polr1c	20330	22891	ENSMUST00000124126
Polr1e	14777	16637	ENSMUST00000133157
Polr1e	14777	16637	ENSMUST00000107814
Polr1e	14777	16637	ENSMUST00000153252
Polr1e	14777	16637	ENSMUST00000149284
Polr1e	14777	16637	ENSMUST00000029999
Polr1e	14777	16637	ENSMUST00000054723
Polr1e	14777	16637	ENSMUST00000150663
Polr2c	22560	25349	ENSMUST00000109521
Polr2e	11438	12909	ENSMUST00000147507
Polr2e	11438	12909	ENSMUST00000143438
Polr2e	11438	12909	ENSMUST00000152843
Polr2e	11438	12909	ENSMUST00000004786
Polr2e	11438	12909	ENSMUST00000131743
Polr2e	11439	12908	ENSMUST00000147507
Polr2e	11439	12908	ENSMUST00000143438
Polr2e	11439	12908	ENSMUST00000152843
Polr2e	11439	12908	ENSMUST00000004786
Polr2e	11439	12908	ENSMUST00000131743
Polr2f	23307	26165	ENSMUST00000040077
Polr2h	22219	24968	ENSMUST00000021405
Polr2h	22219	24968	ENSMUST00000161038
Polr2j	9042	10200	ENSMUST00000041366
Polr2j	9042	10200	ENSMUST00000111129
Polr2j	9042	10200	ENSMUST00000111127
Polr2k	18092	20412	ENSMUST00000057177
Polr2k	18092	20412	ENSMUST00000180159
Polr2l	22508	25295	ENSMUST00000043870
Polr2m	191	220	ENSMUST00000163972
Polr2m	191	220	ENSMUST00000169804
Polr2m	191	220	ENSMUST00000034720
Polr3a	12485	14074	ENSMUST00000026322
Polr3b	15559	17544	ENSMUST00000077175
Polr3b	15560	17545	ENSMUST00000077175
Polr3c	5527	6184	ENSMUST00000125183
Polr3c	5527	6184	ENSMUST00000141377
Polr3c	5527	6184	ENSMUST00000154679
Polr3c	5527	6184	ENSMUST00000137009
Polr3c	5527	6184	ENSMUST00000029741
Polr3c	5527	6184	ENSMUST00000128918
Polr3c	5526	6185	ENSMUST00000125183
Polr3c	5526	6185	ENSMUST00000141377
Polr3c	5526	6185	ENSMUST00000154679
Polr3c	5526	6185	ENSMUST00000137009
Polr3c	5526	6185	ENSMUST00000029741
Polr3c	5526	6185	ENSMUST00000128918
Polr3d	1797	2026	ENSMUST00000000793
Polr3d	1797	2026	ENSMUST00000180358
Polr3f	2248	2512	ENSMUST00000110017
Polr3f	2248	2512	ENSMUST00000134051
Polr3f	2248	2512	ENSMUST00000152311
