Only identified by site	Reverse	Contaminant	Histones	PEP	Intensity	Razor + unique peptides	Mol. weight [kDa]	Sequence length	Copy number Intensity	Concentration [nM] Intensity	Protein IDs	Majority protein IDs	Proteins
				1.4166E-07	2030800000	3	12010	106	346383.664073786	0.92029368928682	cds22032	cds22032	1
				4.7369E-37	100370000	5	71950	640	2857.63252609372	0.00759233605053787	cds22042	cds22042	1
				0	4972900000	16	29980	258	339790.593605985	0.902776809093392	cds22047	cds22047	1
				1.911E-22	192450000	4	15132	135	26052.8259065452	0.0692187702731105	cds22048	cds22048	1
				0	8647200000	16	49954	463	354599.802114833	0.94212283648319	cds22053;cds22054;cds22055	cds22053;cds22054;cds22055	3
				6.8745E-26	728010000	7	54442	480	27392.8064066011	0.0727789139111378	cds22060;cds22058;cds22059;cds22057;cds22062;cds22061;cds1803;cds1804;cds1805	cds22060;cds22058;cds22059;cds22057;cds22062;cds22061	9
				3.2409E-269	7277300000	14	73512	693	202789.420771059	0.538783561542268	cds2209	cds2209	1
				3.07E-32	1079000000	6	38319	342	57682.0295069225	0.153253208064596	cds22099	cds22099	1
				0	6274200000	5	57605	517	223116.368188831	0.592789461275044	cds221;cds222	cds221;cds222	2
				0.00026603	1434500	2	191870	1704	15.3153431398073	4.06907573961815E-05	cds22103;cds22104	cds22103;cds22104	2
				5.8799E-32	622970000	6	63158	553	20205.6124467569	0.0536835294258117	cds22112	cds22112	1
				0.00016377	95125000	2	34857	320	5590.3360842599	0.0148527530393028	cds22116;cds22117	cds22116;cds22117	2
				2.7137E-113	708190000	10	42287	376	34306.480717158	0.0911475943591699	cds22131	cds22131	1
				2.8239E-105	445920000	5	61824	553	14775.1910612813	0.0392556477167113	cds22132	cds22132	1
				1.8359E-13	169750000	4	200400	1798	1735.18314461305	0.0046101426347984	cds22134;cds22133	cds22134;cds22133	2
				3.0134E-199	801310000	21	211750	1894	7751.93992037656	0.0205958367220616	cds22154;cds22153;cds22155	cds22154;cds22153;cds22155	3
				2.3681E-148	2823400000	8	79839	699	72442.0240753881	0.192468480792853	cds22158	cds22158	1
				1.2693E-22	67646000	2	69034	607	2007.30024514603	0.00533312029321992	cds22159;cds22160;cds22161;cds22162;cds22163	cds22159;cds22160;cds22161;cds22162;cds22163	5
				3.53E-06	32996000	3	29447	259	2295.37418573712	0.00609849307799849	cds22164;cds22165;cds22166;cds22167	cds22164;cds22165;cds22166;cds22167	4
				1.9044E-31	515590000	6	23058	197	45805.3393784645	0.121698478126446	cds22171	cds22171	1
				2.5197E-200	6030400000	16	45620	391	270784.682380221	0.719437606898714	cds22172	cds22172	1
				1.9154E-62	698630000	10	24519	216	58368.3923673706	0.155076779654556	cds22177	cds22177	1
				2.6235E-07	170530000	3	54940	492	6358.36407346861	0.0168932976289399	cds22179;cds22180	cds22179;cds22180	2
				0	12116000000	62	267950	2386	92627.2472991415	0.246097838861278	cds22186;cds22184;cds22187;cds22185;cds22181;cds22183;cds22182	cds22186;cds22184;cds22187;cds22185;cds22181;cds22183;cds22182	7
				0	85283000000	28	47385	430	3686844.65269137	9.79543846654949	cds22191	cds22191	1
				4.2576E-155	1543200000	26	409670	3544	7716.51682296071	0.0205017224309215	cds22204;cds22205;cds22203	cds22204;cds22205;cds22203	3
				1.8007E-273	2854900000	9	17143	150	341143.680041491	0.906371773396879	cds22219	cds22219	1
				0	72196000000	65	173990	1580	850006.218075104	2.25834945317294	cds22226	cds22226	1
				0	46513000000	47	100170	907	951195.81839118	2.5271962847386	cds22227	cds22227	1
				8.0072E-120	279990000	4	28527	255	20105.72198604	0.0534181342292352	cds22233;cds22228	cds22233;cds22228	2
				1.8403E-06	80775000	3	50040	438	3306.68572283572	0.0087854085478243	cds22235;cds22234;cds22236	cds22235;cds22234	3
				4.1926E-202	1333600000	12	79897	709	34192.3042137558	0.0908442431147433	cds22238	cds22238	1
				2.3141E-138	2135100000	15	49624	435	88137.2928517283	0.234168648279532	cds22240;cds22239	cds22240;cds22239	2
				7.8027E-213	2415900000	15	80362	716	61583.0893482222	0.163617786784202	cds22242	cds22242	1
				8.473E-61	83100000	3	160550	1436	1060.2882984144	0.00281703997925137	cds22243;cds22244;cds22245;cds22247	cds22243;cds22244;cds22245;cds22247	4
				2.7197E-83	2069400000	4	35318	319	120027.731226053	0.318897150886483	cds22281	cds22281	1
				6.6314E-07	367550000	2	15292	138	49236.2980851216	0.13081406287662	cds22287	cds22287	1
				3.0016E-88	2399400000	16	118280	1045	41555.1250203224	0.110406243943366	cds2229	cds2229	1
				6.6678E-76	442990000	3	60437	544	15014.9634276518	0.0398926898711853	cds22290	cds22290	1
				5.1608E-44	404550000	7	27993	258	29604.3831212596	0.0786547686496001	cds22293	cds22293	1
				1.1923E-31	38937000000	10	14802	130	5388592.49438703	14.3167481064186	cds22294	cds22294	1
				2.4617E-35	1991900000	8	306510	2801	13312.3932447576	0.0353691953840097	cds22300;cds22299;cds22298;cds22301	cds22300;cds22299;cds22298	4
				1.1329E-18	83707000	4	76997	676	2227.00518254948	0.00591684605274209	cds224;cds223	cds224;cds223	2
				2.5017E-05	245380000	3	99296	878	5062.21589094976	0.0134496104217436	cds22309	cds22309	1
				3.5985E-10	27436000	2	214210	1910	262.37007990309	0.000697081167029453	cds2231;cds2232;cds2233	cds2231;cds2232;cds2233	3
				0	4205500000	24	132330	1160	65101.7374678136	0.172966350227399	cds22310	cds22310	1
				1.1989E-78	896980000	15	55280	484	33239.0023254834	0.0883114512923916	cds22314;cds22315	cds22314;cds22315	2
				2.0956E-16	2707200000	4	10379	88	534315.882794903	1.41960371121058	cds22344	cds22344	1
				5.2908E-06	71219000	2	30255	269	4822.05288013881	0.0128115303787934	cds22347;cds22346;cds22345	cds22347;cds22346;cds22345	3
				5.0665E-17	503030000	6	78965	704	13049.4588255313	0.0346706148451229	cds22348	cds22348	1
				1.6371E-94	906800000	8	17000	144	109268.717226799	0.290311932490178	cds22349	cds22349	1
				2.2234E-41	1588700000	13	83312	690	39063.1795474491	0.103785488028493	cds2235	cds2235	1
				5.0054E-25	894790000	4	20605	181	88957.3337338012	0.236347383961963	cds22350	cds22350	1
				0	7819600000	13	40978	372	390901.227688507	1.03857072456965	cds22351;cds19288;cds22352;cds22353	cds22351	4
				2.6715E-104	1911300000	14	101030	901	38753.5740387997	0.102962908832847	cds2237;cds2238;cds2239;cds2240;cds2241	cds2237;cds2238;cds2239;cds2240;cds2241	5
				0	10504000000	46	197580	1816	108904.289642629	0.289343698590317	cds22384;cds22385;cds22386;cds22387;cds22382;cds22383;cds22381	cds22384;cds22385;cds22386;cds22387;cds22382;cds22383;cds22381	7
				6.2204E-226	2527300000	11	21308	191	242967.040560776	0.64552996380668	cds22393	cds22393	1
				1.9477E-59	417920000	8	80890	716	10583.5550819122	0.0281190482182453	cds22394;cds22395	cds22394;cds22395	2
				0	16510000000	30	90216	792	374883.875034351	0.996014824579054	cds22396	cds22396	1
				2.4126E-23	361110000	6	43156	386	17140.8196484943	0.0455407970635491	cds22403	cds22403	1
				2.5291E-81	216470000	5	87262	797	5081.66239782581	0.0135012771122168	cds22404;cds22405	cds22404;cds22405	2
				2.0335E-63	752120000	7	21615	179	71279.5832883368	0.189380035720383	cds22406;cds6660	cds22406	2
				0	28822000000	17	22127	194	2668301.08352155	7.08930848355186	cds22411	cds22411	1
				1.1021E-22	402460000	2	38162	340	21603.5364620738	0.0573976210035387	cds22418;cds9066;cds5202;cds29687	cds22418;cds9066;cds5202;cds29687	4
				1.4097E-204	1093600000	4	10455	93	214273.132644102	0.569294202379239	cds22428	cds22428	1
				6.0587E-24	231040000	4	15247	134	31041.0233266477	0.0824717238121068	cds22434	cds22434	1
				2.337E-22	105400000	2	27048	243	7982.49596524195	0.0212083923796267	cds2244	cds2244	1
				5.6906E-63	1376100000	5	45853	409	61477.4002957616	0.163336985527981	cds22442;cds22443;cds22441	cds22442;cds22443;cds22441	3
				5.9846E-27	2161600000	6	17274	149	256339.581525478	0.681058963398659	cds22444;cds22445;cds18805	cds22444;cds22445	3
				0	14505000000	22	54478	494	545418.459457577	1.44910172828596	cds22447;cds22448;cds22449	cds22447;cds22448;cds22449	3
				8.2929E-29	373480000	3	13085	117	58469.1631190674	0.155344513663026	cds2245	cds2245	1
				5.3283E-124	1053900000	7	21298	189	101366.356463454	0.269316448305263	cds22450;cds22451;cds22452	cds22450;cds22451;cds22452	3
				0	9257900000	29	86512	767	219214.555758901	0.582422883031099	cds2246	cds2246	1
				3.4705E-23	186430000	6	21058	186	18135.6001839935	0.0481837919388796	cds2247	cds2247	1
				3.4236E-38	63989000	5	35726	316	3669.05467820165	0.00974817295447855	cds2248	cds2248	1
				2.4513E-187	56881000000	24	37485	337	3108443.38846607	8.25870596859697	cds22489	cds22489	1
				7.0561E-91	351870000	5	23200	219	31069.0168544606	0.0825460987600592	cds22490	cds22490	1
				0	5488900000	16	34674	323	324275.866396955	0.861556315685726	cds22492;cds22493;cds22494;cds22495;cds22496;cds16196	cds22492;cds22493;cds22494;cds22495;cds22496	6
				0	39558000000	12	11681	115	6937253.37325959	18.4313267701751	cds22501	cds22501	1
				0	193500000	3	11610	114	34141.4533314143	0.0907091393238683	cds22502	cds22502	1
				3.3324E-07	185790000	2	8772.4	77	43384.7563798514	0.115267322477189	cds23827;cds22508	cds23827;cds22508	2
				9.362E-155	1100100000	12	44904	393	50185.7466727538	0.133336617009871	cds22510;cds22511;cds22512	cds22510;cds22511;cds22512	3
				0	18565000000	39	104060	939	365463.817661565	0.970987029529665	cds22513;cds22514	cds22513;cds22514	2
				3.0546E-65	8616500000	9	64326	561	274395.889030997	0.729032085611521	cds22525;cds22526	cds22525;cds22526	2
				1.6118E-102	196000000	6	104150	931	3855.05032335509	0.0102423377671502	cds22537;cds22538;cds22539	cds22537;cds22538;cds22539	3
				1.6812E-83	352990000	12	72201	655	10015.034371925	0.0266085669920906	cds22540;cds22541;cds22542;cds22543	cds22540;cds22541;cds22542;cds22543	4
				1.2101E-26	399030000	5	77773	693	10510.1750912277	0.0279240876893548	cds22551;cds22552;cds22553;cds22554;cds22555;cds22548;cds22549;cds22550	cds22551;cds22552;cds22553;cds22554;cds22555;cds22548;cds22549;cds22550	8
				9.4893E-157	2139100000	12	31443	275	139360.71523944	0.370262226748758	cds22560	cds22560	1
				5.2533E-258	868810000	5	35611	318	49977.4273154914	0.13278314116869	cds22561	cds22561	1
				4.5341E-35	620140000	9	52431	461	24228.9647753542	0.0643730224412699	cds22572;cds22571	cds22572;cds22571	2
				1.0752E-84	146260000	5	106690	982	2808.24573863679	0.00746112215812671	cds22595;cds22593;cds22594;cds22592;cds22591;cds22590	cds22595;cds22593;cds22594;cds22592;cds22591;cds22590	6
				1.1371E-06	46785000	2	42408	376	2259.91496054077	0.00600428280032142	cds22596	cds22596	1
				3.7457E-29	497310000	4	75437	668	13504.4231527598	0.0358793924019934	cds22599	cds22599	1
				1.2801E-18	63669000	3	38606	338	3378.36428351731	0.00897584861152884	cds2260;cds2261;cds2262	cds2260;cds2261;cds2262	3
				7.1238E-145	4232100000	16	43916	382	197408.750310427	0.524487861188464	cds22604;cds9429;cds9430;cds9431	cds22604	4
				4.9033E-131	934920000	9	43021	382	44517.1347229575	0.118275895776487	cds22628;cds22629;cds22630	cds22628;cds22629;cds22630	3
				0	22660000000	42	175460	1631	264554.428071304	0.702884679270098	cds2265;cds2267;cds2268;cds2269;cds2266	cds2265;cds2267;cds2268;cds2269;cds2266	5
				2.1125E-213	1350500000	2	33557	298	82441.2779284353	0.219035121119678	cds22656;cds22658;cds22657	cds22656;cds22658;cds22657	3
				3.5478E-217	5398400000	9	61967	577	178458.749009286	0.474140317645815	cds22669	cds22669	1
				9.9369E-28	211920000	5	34872	300	12448.8244838151	0.0330748121223575	cds22671	cds22671	1
				1.028E-198	1902900000	13	58891	524	66191.2056623406	0.175860917171781	cds22672;cds22673;cds22674	cds22672;cds22673;cds22674	3
				1.391E-06	21402000	3	426580	3789	102.774914557494	0.000273058793165563	cds22678;cds22679;cds22680;cds22681	cds22678;cds22679;cds22680;cds22681	4
				6.5284E-06	11343000	3	30936	276	751.098729903477	0.00199556587926811	cds22687;cds22688	cds22687;cds22688	2
				0.00011615	25383000	2	20024	179	2596.7214639771	0.00689913129282186	cds22699;cds22697;cds22698;cds22700	cds22699;cds22697;cds22698;cds22700	4
				1.6741E-281	13030000000	14	18566	165	1437670.37673703	3.81969218589897	cds2270;cds2271	cds2270;cds2271	2
				0	22543000000	14	31345	282	1473250.81981191	3.91422452278443	cds22704;cds22705;cds22706;cds22707	cds22704;cds22705;cds22706;cds22707	4
				3.095E-109	19085000000	10	16577	148	2358410.94346399	6.26597306145633	cds22710;cds22711;cds2521	cds22710;cds22711	3
				6.2834E-243	296600000	5	93334	835	6509.75318196852	0.017295517639955	cds22726	cds22726	1
				9.0191E-29	1233300000	5	23965	210	105420.374029543	0.280087414633324	cds22727;cds22728;cds22729;cds22730;cds22731;cds22732	cds22727;cds22728;cds22729;cds22730;cds22731;cds22732	6
				3.492E-294	4194200000	18	50628	464	169703.820292271	0.450879677829069	cds22747	cds22747	1
				9.5738E-37	248120000	8	134880	1244	3768.31734901714	0.0100119001997501	cds22754;cds22755;cds22756	cds22754;cds22755;cds22756	3
				9.7358E-228	3905900000	13	37661	330	212452.833276606	0.564457917662989	cds22757	cds22757	1
				0	9047100000	17	53868	484	344042.261566762	0.914072905298473	cds22762;cds22763;cds22764;cds22765;cds22766;cds22767;cds22768;cds22769;cds22770;cds22771;cds16752;cds16753	cds22762;cds22763;cds22764;cds22765;cds22766;cds22767;cds22768;cds22769;cds22770;cds22771	12
				0	36994000000	23	37512	330	2020199.81532684	5.36739267457963	cds22782	cds22782	1
				1.257E-20	614720000	7	79542	689	15831.2093172566	0.0420613427812992	cds22792;cds22793	cds22792;cds22793	2
				3.4474E-27	892890000	8	132610	1160	13792.8793899796	0.0366457808962622	cds22794;cds31548	cds22794	2
				1.9025E-32	1546400000	6	18701	164	169390.974060315	0.450048488477932	cds22795	cds22795	1
				1.5072E-180	930110000	17	217110	2036	8775.82068760033	0.0233161469052157	cds22796	cds22796	1
				2.2189E-137	375020000	7	41936	361	18318.9543518891	0.0486709387102782	cds22817;cds22818	cds22817;cds22818	2
				1.0197E-266	1585300000	8	36973	325	87833.4665290203	0.233361423584987	cds22819	cds22819	1
				1.8425E-07	19428000	2	28909	259	1376.66502886171	0.00365760937863803	cds22822;cds22823	cds22822;cds22823	2
				8.1975E-22	622750000	4	34856	318	36599.018927252	0.0972385526404734	cds22826	cds22826	1
				8.481E-14	390380000	5	67740	600	11805.2617816807	0.0313649546583275	cds22827	cds22827	1
				2.8501E-10	105650000	4	24708	216	8759.21453245246	0.023272026638093	cds22828;cds22829	cds22828;cds22829	2
				2.3627E-63	687540000	10	73447	645	19175.9621142979	0.0509478903024486	cds2283	cds2283	1
				1.2881E-16	157880000	5	18200	168	17770.0636877924	0.0472126118124802	cds2284;cds2285	cds2284;cds2285	2
				1.0235E-53	557980000	2	17550	149	65129.0534354276	0.173038924991221	cds22841	cds22841	1
				0	13348000000	27	66291	587	412472.389073375	1.09588232945196	cds22846;cds22847	cds22846;cds22847	2
				1.7347E-19	427100000	5	22530	194	38833.0618318164	0.103174096951329	cds22849	cds22849	1
				8.4847E-20	160660000	5	34296	309	9596.16146295491	0.0254956793627934	cds22860	cds22860	1
				8.9673E-94	986060000	16	107270	942	18830.3466795792	0.050029637692753	cds22862	cds22862	1
				0	1198500000	7	61756	571	39755.0344753871	0.105623651285371	cds22866;cds22867;cds22868;cds22869;cds22870;cds22871;cds22872;cds22873;cds22874;cds22875	cds22866;cds22867;cds22868;cds22869;cds22870;cds22871;cds22872;cds22873;cds22874;cds22875	10
				1.1172E-255	1786500000	11	64640	584	56615.4452752831	0.150419440657881	cds2289	cds2289	1
				4.1577E-51	410050000	4	24435	223	34376.1889221521	0.0913327994591828	cds22892;cds22893	cds22892;cds22893	2
				1.6984E-196	1567500000	24	251200	2202	12782.6579849503	0.0339617617572047	cds22897;cds22898	cds22897;cds22898	2
				8.16E-67	2341800000	10	34842	319	137682.892046678	0.365804481606053	cds2290	cds2290	1
				8.5873E-263	10307000000	19	62228	561	339296.740522165	0.901464709466264	cds22904;cds22903;cds22905	cds22904;cds22903;cds22905	3
				2.7562E-138	1151000000	14	181310	1627	13004.2952240222	0.0345506213761312	cds22907;cds22908;cds22906;cds22909	cds22907;cds22908;cds22906;cds22909	4
				2.6273E-45	1451500000	10	48420	421	61408.0786995637	0.163152807594294	cds22917;cds22918;cds22919	cds22917;cds22918;cds22919	3
				3.0974E-51	1450100000	15	87686	777	33876.6882803758	0.0900056950483827	cds2292;cds2293;cds2294;cds2295;cds2296;cds2297	cds2292;cds2293;cds2294;cds2295;cds2296;cds2297	6
				2.2756E-25	103790000	2	31769	277	6692.45133545436	0.0177809214714173	cds22921;cds22923;cds22922	cds22921;cds22923;cds22922	3
				0	11403000000	19	37789	350	618140.187363705	1.6423133436345	cds22929	cds22929	1
				3.3682E-13	163140000	3	11401	101	29312.3587219732	0.0778789000401502	cds22934	cds22934	1
				5.0383E-206	1881100000	13	54286	475	70983.4814077922	0.188593333804806	cds22941	cds22941	1
				3.0426E-07	216320000	4	69880	616	6341.28149798358	0.0168479115785969	cds22942;cds22943	cds22942;cds22943	2
				4.4119E-157	2304300000	11	66602	587	70873.6832932147	0.188301615336467	cds22944	cds22944	1
				2.1247E-42	1649600000	7	25091	216	134677.154554624	0.357818651058913	cds22945;cds22946	cds22945;cds22946	2
				4.1875E-06	82916000	3	13836	121	12276.117712175	0.0326159540163828	cds22957;cds22959;cds27872;cds22958	cds22957;cds22959;cds27872;cds22958	4
				6.293E-07	65728000	3	29540	259	4557.98803906676	0.0121099464647513	cds22962	cds22962	1
				1.1014E-12	117290000	3	33485	295	7175.36400401658	0.0190639539219887	cds22972	cds22972	1
				3.2101E-141	2379900000	12	30373	277	160510.80522194	0.426455102907597	cds22978;cds22979	cds22978;cds22979	2
				0	9961800000	37	138150	1210	147713.49828312	0.392454420897508	cds2299;cds2298	cds2299;cds2298	2
				1.9736E-120	5784400000	12	14753	132	803176.937505184	2.13393050432448	cds22981;cds22983;cds22984	cds22981	3
				1.0524E-176	1873500000	35	236040	2088	16259.2813463154	0.0431986712057111	cds22988	cds22988	1
				5.1089E-186	13403000000	18	60914	535	450731.751979131	1.1975321873702	cds22998	cds22998	1
				1.6972E-187	3364100000	24	146480	1332	47046.1208979564	0.124995063735428	cds22999;cds23000;cds18286	cds22999;cds23000	3
				7.6987E-11	42402000	2	27252	233	3187.2873275179	0.00846818345576985	cds23007	cds23007	1
				3.5572E-222	4046900000	8	18981	170	436753.745809707	1.16039455011779	cds2301	cds2301	1
				1.8855E-23	181540000	4	10099	86	36823.6821731951	0.0978354519428957	cds23013	cds23013	1
				1.2652E-161	2596800000	11	35080	307	151639.440155673	0.402885107747243	cds23018	cds23018	1
				4.4587E-171	1356000000	7	38835	350	71526.938149707	0.190037223519761	cds2302	cds2302	1
				0	133910000000	34	39382	364	6965439.05684276	18.5062122495443	cds23020;cds23021;cds23022	cds23020;cds23021;cds23022	3
				7.4313E-93	539230000	7	19993	183	55249.6250084486	0.14679064431834	cds2303;cds2304	cds2303;cds2304	2
				2.1729E-28	2947900000	6	23643	213	255413.247749464	0.678597822136357	cds23057	cds23057	1
				2.6856E-61	460030000	7	93896	851	10036.2695595449	0.026664985960952	cds2306;cds2307	cds2306;cds2307	2
				0	12810000000	30	95928	861	273550.17336466	0.726785135563393	cds23060;cds23061	cds23060;cds23061	2
				4.0841E-83	610900000	11	72668	656	17221.0715914799	0.0457540154232547	cds23065	cds23065	1
				1.0452E-171	1276900000	3	103040	900	25385.4163968651	0.0674455551257652	cds23073	cds23073	1
				7.1714E-115	1108200000	9	33726	316	67311.0809142027	0.178836271479649	cds23076	cds23076	1
				2.0808E-175	492670000	8	52704	476	19148.9865810427	0.0508762200258313	cds23079;cds23077;cds23078;cds23081;cds23082;cds23083;cds23084;cds23085	cds23079;cds23077;cds23078;cds23081;cds23082;cds23083;cds23084;cds23085	8
				0	10659000000	24	69495	669	314192.74859447	0.834766860395521	cds23080	cds23080	1
				0	20398000000	44	136890	1244	305245.393405299	0.810994969944451	cds23089;cds23090;cds23091;cds23092;cds23093;cds23094	cds23089;cds23090;cds23091;cds23092;cds23093;cds23094	6
				2.0041E-07	19326000	2	23384	210	1692.99793127672	0.00449806233297916	cds23099	cds23099	1
				2.2027E-38	75874000	2	43822	393	3546.77828040856	0.00942330140622407	cds23110;cds23109	cds23110;cds23109	2
				2.6276E-73	807000000	11	37446	312	44147.0162449149	0.117292541955395	cds2311	cds2311	1
				0	24912000000	29	71472	626	714012.664029713	1.89703330996995	cds23112;cds23111	cds23112;cds23111	2
				2.1309E-07	211480000	2	55205	498	7847.37022066208	0.0208493818866534	cds23113;cds23114;cds23116;cds23115	cds23113;cds23114;cds23116;cds23115	4
				3.3179E-42	2098000000	10	13667	117	314460.096975081	0.835477168221888	cds23117	cds23117	1
				7.5372E-19	104310000	5	185470	1652	1152.08766819426	0.00306093826156447	cds2314;cds2315;cds2313;cds2312	cds2314;cds2315;cds2313;cds2312	4
				2.4943E-72	1121100000	6	33020	296	69550.5451178352	0.184786219435473	cds23121	cds23121	1
				0	3087000000	16	101350	942	62394.4744552991	0.165773525264597	cds23122;cds23123;cds17434	cds23122;cds23123	3
				0	5280200000	13	55737	514	194061.792217594	0.515595454500123	cds23148;cds23149	cds23148;cds23149	2
				2.9676E-118	618410000	7	32368	284	39137.5731982451	0.103983141712692	cds23162	cds23162	1
				1.1372E-06	11110000	3	25035	227	909.075006619564	0.00241528708900702	cds23174;cds23175;cds23176;cds23177;cds23178	cds23174;cds23175;cds23176;cds23177;cds23178	5
				6.5925E-92	141350000	3	31092	290	9312.80283364611	0.0247428345106692	cds23179	cds23179	1
				8.1102E-08	131920000	3	25758	231	10491.3592440722	0.0278740965749003	cds2318	cds2318	1
				1.4657E-12	35498000	3	13690	121	5311.70187154951	0.014112460311404	cds23182	cds23182	1
				9.3389E-23	333250000	7	83028	735	8222.02581492544	0.0218447902006642	cds2319	cds2319	1
				1.2501E-171	5909200000	17	71134	638	170170.671711975	0.452120037753482	cds23190	cds23190	1
				4.9941E-53	227900000	7	30210	263	15453.499928956	0.0410578209571194	cds23196	cds23196	1
				5.3905E-223	12774000000	15	44110	408	593230.004337547	1.57613041812255	cds23214	cds23214	1
				0	8704100000	26	58892	547	302761.621892919	0.80439593111684	cds2322	cds2322	1
				2.7014E-94	648020000	6	16979	146	78182.500457588	0.207720135925507	cds23251;cds23253;cds23254;cds23255;cds23252;cds23256	cds23251;cds23253;cds23254	6
				4.1741E-75	275330000	7	154140	1392	3659.0760396023	0.00972166108604152	cds23266;cds23267;cds23268	cds23266;cds23267;cds23268	3
				1.7239E-55	641750000	7	57581	523	22830.7368841477	0.060658123507156	cds23285;cds23284	cds23285;cds23284	2
				1.266E-23	527510000	4	42073	394	25683.8704825247	0.0682385065263715	cds23289	cds23289	1
				1.0998E-61	634980000	5	61927	564	21004.5440951909	0.0558061807817623	cds23293	cds23293	1
				0	74370000000	17	14803	135	10291562.0519785	27.343262952845	cds23296	cds23296	1
				4.1592E-12	49637000	2	28119	247	3616.08731251769	0.00960744595885811	cds23298;cds23297	cds23298;cds23297	2
				1.0252E-156	2167900000	22	216720	1961	20491.4885595717	0.0544430628848876	cds23299	cds23299	1
				4.5827E-07	448820000	3	20901	194	43988.4228052401	0.116871181028674	cds23300	cds23300	1
				0	36919000000	26	66680	564	1134194.64505923	3.01339896343542	cds23303	cds23303	1
				3.4906E-29	156080000	4	79591	697	4017.13613546794	0.010672977446447	cds2331	cds2331	1
				1.069E-28	885610000	2	51332	464	35341.7117799819	0.093898060714499	cds23313;cds23314	cds23313;cds23314	2
				3.0925E-301	16862000000	31	83297	751	414679.894407464	1.10174736709298	cds23316	cds23316	1
				2.2219E-34	509340000	5	25443	222	41008.3901422535	0.108953644672136	cds23317	cds23317	1
				3.5019E-83	1967300000	10	99460	903	40518.6896072138	0.107652577795202	cds23324	cds23324	1
				3.9865E-37	83485000	6	113760	1012	1503.32237941621	0.00399412051500693	cds23332;cds23331	cds23332;cds23331	2
				0	22059000000	32	63142	586	715650.108363057	1.90138377404442	cds23333;cds23334	cds23333;cds23334	2
				1.648E-85	411880000	9	264130	2415	3194.37741978789	0.0084870208544387	cds23337	cds23337	1
				5.9492E-57	238740000	2	12274	108	39844.861829926	0.105862310194787	cds23338	cds23338	1
				5.3663E-14	123390000	2	64658	578	3909.22756029869	0.0103862792240763	cds23339;cds23341;cds23342;cds23340	cds23339;cds23341;cds23342;cds23340	4
				2.5845E-17	168780000	2	31203	275	11080.4624426038	0.0294392626383665	cds2334	cds2334	1
				2.1347E-25	278710000	4	47152	403	12108.370111128	0.0321702717436656	cds23345	cds23345	1
				5.1599E-301	5202400000	14	40758	361	261471.362890255	0.69469339970336	cds23347;cds23348;cds23349;cds23350	cds23347;cds23348;cds23349;cds23350	4
				1.762E-08	119550000	3	27935	238	8766.65991574136	0.0232918079960661	cds23354	cds23354	1
				9.5832E-29	967780000	5	30322	274	65381.0745433866	0.173708510365121	cds23359	cds23359	1
				1.8889E-43	761090000	6	16883	146	92346.3319884125	0.245351485570111	cds23365	cds23365	1
				2.7258E-35	3012000000	7	14251	122	432955.122170598	1.15030213027924	cds23392;cds23393	cds23392;cds23393	2
				8.6946E-254	566980000	16	261220	2448	4446.25707292978	0.0118130926760233	cds23401	cds23401	1
				5.4557E-181	2789100000	7	26650	244	214387.829238231	0.569598935433098	cds23403;cds23404	cds23403	2
				1.5158E-16	316560000	2	11057	99	58647.8346744643	0.155819219377935	cds23412	cds23412	1
				3.0631E-48	1370200000	5	65600	557	42787.1518488146	0.113679569544114	cds23413	cds23413	1
				9.9589E-135	1749100000	9	42120	383	85066.6894899955	0.226010478050396	cds23414	cds23414	1
				4.154E-159	13058000000	22	49348	436	542051.265625689	1.44015555802595	cds23417	cds23417	1
				2.8074E-62	1201900000	7	48775	437	50478.252497009	0.134113764699158	cds23425	cds23425	1
				0	96249000000	33	36064	321	5467081.97930673	14.5252838577801	cds23426	cds23426	1
				1.9108E-256	5122100000	23	99662	889	105281.414044774	0.279718217092243	cds23443;cds23442;cds23437;cds23441;cds23436;cds23440;cds23439;cds23435;cds23438;cds23434;cds23433	cds23443;cds23442;cds23437;cds23441;cds23436;cds23440;cds23439;cds23435;cds23438;cds23434;cds23433	11
				3.2158E-05	210180000	2	60112	526	7162.48069722851	0.0190297247502236	cds23460;cds23461;cds23462	cds23460;cds23461;cds23462	3
				4.9286E-40	443820000	8	14136	120	64315.194471767	0.170876613814598	cds23463	cds23463	1
				3.6875E-35	166360000	4	27364	236	12453.820003393	0.0330880845298613	cds23465	cds23465	1
				6.1435E-67	820860000	17	108310	964	15525.0780435554	0.0412479941494177	cds23466	cds23466	1
				3.0192E-10	68470000	4	13240	122	10593.6494392837	0.0281458675355223	cds23467;cds23468;cds23469;cds23470;cds23471	cds23467;cds23468;cds23469;cds23470;cds23471	5
				1.0013E-243	1792200000	22	155820	1373	23561.1523529306	0.0625987368102568	cds23473	cds23473	1
				1.6626E-149	2060100000	6	27489	249	153519.170594885	0.40787929263582	cds23474;cds23476;cds23475	cds23474;cds23476;cds23475	3
				2.7911E-50	2148400000	4	9969.4	90	441447.820353545	1.17286605968302	cds2348;cds2349;cds2350	cds2348;cds2349;cds2350	3
				1.4328E-286	5395600000	14	37848	343	292031.746345877	0.775888129574927	cds23490	cds23490	1
				2.0204E-165	1750900000	8	27691	242	129525.7028738	0.344131953433594	cds23499;cds23500	cds23499;cds23500	2
